Date,Good time to buy,Uncertain - depends,Bad time to buy,Relative,Value_3mon,Value_10yr,spread,USREC
1964-05,,,,,3.475,4.2,0.7250000000000001,0.0
1964-06,,,,,3.475454545454546,4.170000000000001,0.6945454545454545,0.0
1964-07,,,,,3.4604545454545454,4.1859090909090915,0.7254545454545457,0.0
1964-08,,,,,3.496666666666667,4.1938095238095245,0.6971428571428573,0.0
1964-09,,,,,3.531904761904762,4.203809523809523,0.671904761904762,0.0
1964-10,,,,,3.5719047619047624,4.188095238095238,0.6161904761904764,0.0
1964-11,,,,,3.643333333333333,4.152777777777778,0.5094444444444446,0.0
1964-12,,,,,3.8350000000000004,4.179545454545455,0.3445454545454547,0.0
1965-01,,,,,3.807,4.189500000000001,0.3825000000000002,0.0
1965-02,,,,,3.9305555555555554,4.211111111111111,0.2805555555555555,0.0
1965-03,,,,,3.9295652173913043,4.210434782608695,0.2808695652173914,0.0
1965-04,,,,,3.9266666666666663,4.203809523809523,0.27714285714285725,0.0
1965-05,,,,,3.8899999999999997,4.2115,0.3215,0.0
1965-06,,,,,3.8045454545454547,4.213181818181819,0.40863636363636396,0.0
1965-07,,,,,3.8352380952380956,4.204761904761905,0.3695238095238096,0.0
1965-08,,,,,3.842727272727273,4.252272727272727,0.40954545454545443,0.0
1965-09,,,,,3.923809523809524,4.29047619047619,0.36666666666666664,0.0
1965-10,,,,,4.026,4.3495,0.32350000000000007,0.0
1965-11,,,,,4.087894736842105,4.448947368421052,0.36105263157894746,0.0
1965-12,,,,,4.382727272727273,4.615454545454546,0.23272727272727264,0.0
1966-01,,,,,4.586666666666666,4.612380952380953,0.025714285714285842,0.0
1966-02,,,,,4.651578947368421,4.832105263157895,0.18052631578947367,0.0
1966-03,,,,,4.5865217391304345,4.8734782608695655,0.28695652173913044,0.0
1966-04,,,,,4.618,4.75,0.13200000000000003,0.0
1966-05,,,,,4.637142857142857,4.7785714285714285,0.14142857142857115,0.0
1966-06,,,,,4.499545454545454,4.8145454545454545,0.315,0.0
1966-07,,,,,4.7975,5.018,0.22050000000000008,0.0
1966-08,,,,,4.96,5.224347826086956,0.2643478260869566,0.0
1966-09,,,,,5.367619047619048,5.182380952380952,-0.18523809523809523,0.0
1966-10,,,,,5.346500000000001,5.0115,-0.33500000000000013,0.0
1966-11,,,,,5.319473684210527,5.155263157894737,-0.16421052631578947,0.0
1966-12,,,,,4.964761904761905,4.842857142857143,-0.12190476190476197,0.0
1967-01,,,,,4.720000000000001,4.579047619047619,-0.1409523809523809,0.0
1967-02,,,,,4.561111111111111,4.626666666666667,0.06555555555555559,0.0
1967-03,,,,,4.259090909090909,4.541818181818182,0.28272727272727266,0.0
1967-04,,,,,3.8375,4.593500000000001,0.756,0.0
1967-05,,,,,3.603181818181818,4.847727272727273,1.2445454545454544,0.0
1967-06,,,,,3.535909090909091,5.0227272727272725,1.4868181818181818,0.0
1967-07,,,,,4.2055,5.159000000000001,0.9535,0.0
1967-08,,,,,4.265652173913043,5.275652173913044,1.0099999999999998,0.0
1967-09,,,,,4.4245,5.3020000000000005,0.8775000000000001,0.0
1967-10,,,,,4.557619047619047,5.480952380952381,0.9233333333333332,0.0
1967-11,,,,,4.727,5.7535,1.0265,0.0
1967-12,,,,,4.968999999999999,5.699,0.73,0.0
1968-01,,,,,4.995909090909091,5.528636363636363,0.5327272727272727,0.0
1968-02,,,,,4.978947368421053,5.563684210526316,0.5847368421052631,0.0
1968-03,,,,,5.1657142857142855,5.74,0.5742857142857144,0.0
1968-04,,,,,5.377000000000001,5.6385,0.26149999999999995,0.0
1968-05,,,,,5.655909090909091,5.869545454545454,0.21363636363636365,0.0
1968-06,,,,,5.5235,5.718,0.1944999999999999,0.0
1968-07,,,,,5.3131818181818184,5.495454545454546,0.18227272727272725,0.0
1968-08,,,,,5.086818181818182,5.420454545454546,0.3336363636363635,0.0
1968-09,,,,,5.194,5.46,0.26600000000000007,0.0
1968-10,,,,,5.351304347826087,5.5826086956521745,0.231304347826087,0.0
1968-11,,,,,5.451666666666666,5.696111111111112,0.24444444444444452,0.0
1968-12,,,,,5.956190476190476,6.031904761904762,0.07571428571428558,0.0
1969-01,,,,,6.140000000000001,6.041818181818181,-0.09818181818181823,0.0
1969-02,,,,,6.121052631578947,6.1889473684210525,0.06789473684210522,0.0
1969-03,,,,,6.0165,6.296,0.27949999999999986,0.0
1969-04,,,,,6.1138095238095245,6.173333333333333,0.05952380952380948,0.0
1969-05,,,,,6.042380952380952,6.323333333333333,0.28095238095238106,0.0
1969-06,,,,,6.439047619047619,6.574285714285715,0.13523809523809519,0.0
1969-07,,,,,7.00047619047619,6.71952380952381,-0.28095238095238095,0.0
1969-08,,,,,6.9819047619047625,6.691428571428572,-0.29047619047619044,0.0
1969-09,,,,,7.089999999999999,7.159523809523809,0.06952380952380961,0.0
1969-10,,,,,6.998636363636364,7.095454545454545,0.09681818181818169,0.0
1969-11,,,,,7.241176470588235,7.144117647058824,-0.09705882352941178,0.0
1969-12,,,,,7.8172727272727265,7.654090909090908,-0.16318181818181826,0.0
1970-01,,,,,7.868095238095238,7.794761904761905,-0.07333333333333333,1.0
1970-02,,,,,7.127777777777778,7.238333333333333,0.11055555555555581,1.0
1970-03,,,,,6.626190476190477,7.072857142857143,0.44666666666666677,1.0
1970-04,,,,,6.512727272727273,7.390909090909091,0.8781818181818182,1.0
1970-05,,,,,6.838095238095238,7.906190476190476,1.0680952380952382,1.0
1970-06,,,,,6.676363636363636,7.841818181818183,1.1654545454545455,1.0
1970-07,,,,,6.45,7.457272727272727,1.0072727272727273,1.0
1970-08,,,,,6.410952380952381,7.527142857142857,1.1161904761904762,1.0
1970-09,,,,,6.124761904761905,7.38952380952381,1.2647619047619048,1.0
1970-10,,,,,5.906666666666667,7.326666666666667,1.42,1.0
1970-11,,,,,5.282222222222222,6.841111111111111,1.558888888888889,1.0
1970-12,,,,,4.865454545454546,6.391363636363636,1.5259090909090909,0.0
1971-01,,,,,4.4350000000000005,6.2385,1.8035,0.0
1971-02,,,,,3.6950000000000003,6.112222222222222,2.417222222222222,0.0
1971-03,,,,,3.3773913043478263,5.7034782608695656,2.3260869565217392,0.0
1971-04,,,,,3.8614285714285717,5.833809523809524,1.9723809523809526,0.0
1971-05,,,,,4.143,6.3925,2.2495000000000003,0.0
1971-06,,,,,4.753636363636364,6.522272727272727,1.7686363636363638,0.0
1971-07,,,,,5.400476190476191,6.729523809523809,1.329047619047619,0.0
1971-08,,,,,4.9354545454545455,6.582727272727272,1.6472727272727274,0.0
1971-09,,,,,4.690952380952381,6.13952380952381,1.4485714285714286,0.0
1971-10,,,,,4.4605263157894735,5.925789473684211,1.4652631578947368,0.0
1971-11,,,,,4.217499999999999,5.8100000000000005,1.5924999999999998,0.0
1971-12,,,,,4.009545454545454,5.926363636363636,1.916818181818182,0.0
1972-01,,,,,3.384285714285714,5.947619047619048,2.5633333333333335,0.0
1972-02,,,,,3.197,6.081,2.884,0.0
1972-03,,,,,3.7295454545454545,6.068636363636363,2.3390909090909093,0.0
1972-04,,,,,3.7055,6.1945,2.489,0.0
1972-05,,,,,3.6877272727272725,6.126363636363636,2.4386363636363635,0.0
1972-06,,,,,3.9136363636363636,6.1068181818181815,2.1931818181818183,0.0
1972-07,,,,,3.9829999999999997,6.113,2.13,0.0
1972-08,,,,,4.018260869565218,6.210434782608695,2.1921739130434785,0.0
1972-09,,,,,4.6605,6.5495,1.889,0.0
1972-10,,,,,4.739,6.4795,1.7405000000000002,0.0
1972-11,,,,,4.7795000000000005,6.2805,1.501,0.0
1972-12,,,,,5.07,6.3585,1.2885,0.0
1973-01,,,,,5.407727272727272,6.464545454545455,1.0568181818181819,0.0
1973-02,,,,,5.599444444444445,6.635555555555555,1.036111111111111,0.0
1973-03,,,,,6.093636363636364,6.709090909090909,0.6154545454545454,0.0
1973-04,,,,,6.263,6.6685,0.40549999999999997,0.0
1973-05,,,,,6.358181818181818,6.847272727272727,0.489090909090909,0.0
1973-06,,,,,7.185238095238095,6.9,-0.2852380952380952,0.0
1973-07,,,,,8.00952380952381,7.130952380952381,-0.8785714285714287,0.0
1973-08,,,,,8.673478260869565,7.404782608695652,-1.268695652173913,0.0
1973-09,,,,,8.285263157894736,7.090526315789473,-1.1947368421052629,0.0
1973-10,,,,,7.217619047619047,6.7942857142857145,-0.42333333333333334,0.0
1973-11,,,,,7.8325000000000005,6.7284999999999995,-1.1039999999999999,0.0
1973-12,,,,,7.453157894736843,6.7436842105263155,-0.7094736842105261,1.0
1974-01,,,,,7.77,6.988636363636363,-0.7813636363636364,1.0
1974-02,,,,,7.123333333333333,6.957222222222223,-0.16611111111111113,1.0
1974-03,,,,,7.961428571428572,7.2090476190476185,-0.7523809523809524,1.0
1974-04,,,,,8.334761904761905,7.512380952380952,-0.8223809523809525,1.0
1974-05,,,,,8.225909090909092,7.57590909090909,-0.65,1.0
1974-06,,,,,7.901999999999999,7.535500000000001,-0.36650000000000016,1.0
1974-07,,,,,7.546818181818182,7.805000000000001,0.2581818181818181,1.0
1974-08,,,,,8.958181818181819,8.04409090909091,-0.9140909090909091,1.0
1974-09,,,,,8.062000000000001,8.0375,-0.024500000000000098,1.0
1974-10,,,,,7.46090909090909,7.8968181818181815,0.4359090909090909,1.0
1974-11,,,,,7.474444444444444,7.681111111111111,0.2066666666666666,1.0
1974-12,,,,,7.151428571428572,7.433809523809523,0.28238095238095234,1.0
1975-01,,,,,6.256363636363636,7.501363636363636,1.245,1.0
1975-02,,,,,5.5,7.392222222222222,1.892222222222222,1.0
1975-03,,,,,5.493,7.728,2.235,1.0
1975-04,,,,,5.61090909090909,8.226818181818182,2.615909090909091,0.0
1975-05,,,,,5.227142857142857,8.05952380952381,2.8323809523809524,0.0
1975-06,,,,,5.342380952380952,7.860952380952382,2.5185714285714287,0.0
1975-07,,,,,6.133636363636364,8.061363636363636,1.927727272727273,0.0
1975-08,,,,,6.441904761904762,8.397619047619047,1.9557142857142857,0.0
1975-09,,,,,6.419047619047619,8.426666666666668,2.007619047619048,0.0
1975-10,,,,,5.956818181818182,8.137727272727274,2.180909090909091,0.0
1975-11,,,,,5.475882352941177,8.052941176470588,2.577058823529412,0.0
1975-12,,,,,5.443181818181818,7.996818181818182,2.5536363636363637,0.0
1976-01,,,,,4.868571428571428,7.742380952380953,2.873809523809524,0.0
1976-02,,,,,4.881111111111111,7.792777777777778,2.9116666666666666,0.0
1976-03,,,,,5.000869565217391,7.734347826086956,2.733478260869565,0.0
1976-04,,,,,4.8566666666666665,7.564285714285714,2.7076190476190476,0.0
1976-05,,,,,5.203,7.8950000000000005,2.692,0.0
1976-06,,,,,5.407727272727272,7.861363636363635,2.4536363636363636,0.0
1976-07,,,,,5.2299999999999995,7.831904761904762,2.6019047619047617,0.0
1976-08,,,,,5.142727272727273,7.768636363636364,2.6259090909090905,0.0
1976-09,,,,,5.083333333333333,7.594285714285713,2.510952380952381,0.0
1976-10,,,,,4.9185,7.411,2.4925,0.0
1976-11,,,,,4.752631578947368,7.291052631578947,2.538421052631579,0.0
1976-12,,,,,4.346363636363637,6.869090909090909,2.522727272727273,0.0
1977-01,,,,,4.617619047619048,7.213333333333333,2.5957142857142856,0.0
1977-02,,,,,4.665263157894737,7.3910526315789475,2.7257894736842103,0.0
1977-03,,,,,4.602608695652174,7.460000000000001,2.857391304347826,0.0
1977-04,,,,,4.5355,7.3705,2.835,0.0
1977-05,,,,,4.956190476190476,7.456666666666667,2.5004761904761903,0.0
1977-06,,,,,5.016363636363637,7.275454545454545,2.2590909090909093,0.0
1977-07,,,,,5.185789473684211,7.330000000000001,2.14421052631579,0.0
1977-08,,,,,5.490869565217391,7.396521739130435,1.9056521739130434,0.0
1977-09,,,,,5.808571428571429,7.343809523809524,1.5352380952380953,0.0
1977-10,,,,,6.16,7.5235,1.3635000000000002,0.0
1977-11,,,,,6.104736842105263,7.577368421052632,1.4726315789473683,0.0
1977-12,,,,,6.0652380952380955,7.685238095238095,1.6199999999999999,0.0
1978-01,66.0,10.0,24.0,142.0,6.440476190476191,7.956190476190477,1.5157142857142856,0.0
1978-02,58.0,23.0,19.0,139.0,6.445555555555555,8.033333333333333,1.5877777777777777,0.0
1978-03,63.0,14.0,23.0,140.0,6.293636363636364,8.03590909090909,1.7422727272727272,0.0
1978-04,67.0,14.0,19.0,148.0,6.286,8.154,1.8680000000000003,0.0
1978-05,63.0,21.0,16.0,147.0,6.408095238095238,8.345714285714285,1.9376190476190476,0.0
1978-06,66.0,14.0,20.0,146.0,6.734090909090909,8.462272727272728,1.7281818181818183,0.0
1978-07,67.0,12.0,21.0,146.0,7.0075,8.64,1.6324999999999998,0.0
1978-08,62.0,21.0,17.0,145.0,7.077826086956521,8.410869565217391,1.3330434782608693,0.0
1978-09,62.0,16.0,22.0,140.0,7.845000000000001,8.416500000000001,0.5715,0.0
1978-10,62.0,14.0,24.0,138.0,7.990952380952381,8.642380952380952,0.6514285714285715,0.0
1978-11,56.0,23.0,21.0,135.0,8.6435,8.805,0.16149999999999967,0.0
1978-12,53.0,17.0,30.0,123.0,9.0765,9.006499999999999,-0.06999999999999958,0.0
1979-01,63.0,13.0,24.0,139.0,9.349545454545455,9.099545454545455,-0.24999999999999983,0.0
1979-02,61.0,16.0,23.0,138.0,9.32388888888889,9.098333333333333,-0.22555555555555587,0.0
1979-03,63.0,12.0,25.0,138.0,9.478181818181818,9.117272727272727,-0.3609090909090911,0.0
1979-04,61.0,12.0,27.0,134.0,9.4605,9.181999999999999,-0.2785,0.0
1979-05,62.0,12.0,26.0,136.0,9.611428571428572,9.252380952380953,-0.35904761904761895,0.0
1979-06,62.0,10.0,28.0,134.0,9.055238095238096,8.913809523809524,-0.1414285714285713,0.0
1979-07,60.0,10.0,30.0,130.0,9.23952380952381,8.95,-0.2895238095238096,0.0
1979-08,58.0,15.0,27.0,131.0,9.520434782608696,9.029565217391305,-0.49086956521739145,0.0
1979-09,62.0,9.0,29.0,133.0,10.263684210526316,9.334736842105263,-0.9289473684210525,0.0
1979-10,58.0,10.0,32.0,126.0,11.701363636363636,10.299090909090909,-1.4022727272727271,0.0
1979-11,53.0,14.0,33.0,120.0,11.792631578947368,10.653157894736841,-1.1394736842105266,0.0
1979-12,52.0,6.0,42.0,110.0,12.0355,10.386,-1.6494999999999997,0.0
1980-01,60.0,7.0,33.0,127.0,11.998181818181818,10.802272727272728,-1.1959090909090906,0.0
1980-02,60.0,14.0,26.0,134.0,12.856315789473685,12.414736842105263,-0.4415789473684212,1.0
1980-03,54.0,8.0,38.0,116.0,15.20095238095238,12.74904761904762,-2.451904761904762,1.0
1980-04,41.0,12.0,47.0,94.0,13.203333333333333,11.473333333333333,-1.73,1.0
1980-05,35.0,7.0,58.0,77.0,8.577142857142857,10.181428571428572,1.6042857142857145,1.0
1980-06,41.0,11.0,48.0,93.0,7.074285714285715,9.778095238095238,2.703809523809524,1.0
1980-07,44.0,16.0,40.0,104.0,8.056363636363637,10.247727272727273,2.191363636363636,1.0
1980-08,47.0,15.0,38.0,109.0,9.129999999999999,11.101904761904763,1.971904761904762,0.0
1980-09,52.0,17.0,31.0,121.0,10.27142857142857,11.508571428571429,1.237142857142857,0.0
1980-10,55.0,13.0,32.0,123.0,11.620454545454546,11.751363636363635,0.13090909090909086,0.0
1980-11,50.0,12.0,38.0,112.0,13.728235294117647,12.68470588235294,-1.043529411764706,0.0
1980-12,45.0,13.0,42.0,103.0,15.49409090909091,12.844090909090909,-2.65,0.0
1981-01,50.0,16.0,34.0,116.0,15.02190476190476,12.568571428571428,-2.4533333333333336,0.0
1981-02,47.0,15.0,38.0,109.0,14.787777777777778,13.194444444444445,-1.5933333333333333,0.0
1981-03,43.0,15.0,42.0,101.0,13.358636363636363,13.115909090909092,-0.2427272727272728,0.0
1981-04,54.0,13.0,33.0,121.0,13.692380952380953,13.67952380952381,-0.012857142857142836,0.0
1981-05,50.0,11.0,39.0,111.0,16.3045,14.0995,-2.205,0.0
1981-06,44.0,16.0,40.0,104.0,14.734090909090908,13.472272727272726,-1.2618181818181817,0.0
1981-07,53.0,12.0,35.0,118.0,14.946363636363635,14.280909090909091,-0.6654545454545455,0.0
1981-08,55.0,13.0,32.0,123.0,15.506190476190476,14.937142857142858,-0.569047619047619,1.0
1981-09,44.0,21.0,35.0,109.0,14.704761904761906,15.323809523809524,0.6190476190476191,1.0
1981-10,52.0,13.0,35.0,117.0,13.543333333333335,15.14809523809524,1.6047619047619048,1.0
1981-11,43.0,13.0,44.0,99.0,10.857222222222223,13.392777777777777,2.535555555555556,1.0
1981-12,44.0,13.0,43.0,101.0,10.84590909090909,13.724545454545455,2.878636363636364,1.0
1982-01,57.0,10.0,33.0,124.0,12.2765,14.594,2.3175,1.0
1982-02,48.0,15.0,37.0,111.0,13.481111111111112,14.425555555555556,0.9444444444444444,1.0
1982-03,48.0,10.0,42.0,106.0,12.67782608695652,13.861304347826087,1.1834782608695655,1.0
1982-04,41.0,17.0,42.0,99.0,12.703333333333333,13.871904761904762,1.1685714285714284,1.0
1982-05,45.0,12.0,43.0,102.0,12.088,13.622499999999999,1.5345,1.0
1982-06,43.0,13.0,44.0,99.0,12.465909090909092,14.299545454545454,1.8336363636363637,1.0
1982-07,48.0,14.0,38.0,110.0,11.349047619047619,13.946190476190477,2.597142857142857,1.0
1982-08,41.0,15.0,44.0,97.0,8.679545454545455,13.055,4.375454545454545,1.0
1982-09,42.0,14.0,44.0,98.0,7.920476190476189,12.33904761904762,4.418571428571429,1.0
1982-10,46.0,14.0,40.0,106.0,7.710500000000001,10.9065,3.196,1.0
1982-11,47.0,11.0,42.0,105.0,8.066315789473684,10.550526315789474,2.4842105263157896,1.0
1982-12,50.0,11.0,39.0,111.0,7.9368181818181816,10.54,2.6031818181818185,0.0
1983-01,51.0,9.0,40.0,111.0,7.856190476190475,10.457142857142857,2.6009523809523807,0.0
1983-02,54.0,9.0,37.0,117.0,8.113684210526316,10.724736842105264,2.6110526315789477,0.0
1983-03,53.0,9.0,38.0,115.0,8.348695652173914,10.506521739130434,2.1578260869565216,0.0
1983-04,61.0,9.0,30.0,131.0,8.212,10.4,2.1879999999999997,0.0
1983-05,67.0,5.0,28.0,139.0,8.191904761904762,10.379999999999999,2.188095238095238,0.0
1983-06,66.0,9.0,25.0,141.0,8.792272727272728,10.848636363636363,2.056363636363636,0.0
1983-07,67.0,9.0,24.0,143.0,9.0805,11.376999999999999,2.2965,0.0
1983-08,64.0,12.0,24.0,140.0,9.343478260869565,11.846086956521738,2.502608695652174,0.0
1983-09,66.0,8.0,26.0,140.0,8.995238095238095,11.653809523809523,2.6585714285714284,0.0
1983-10,65.0,10.0,25.0,140.0,8.635,11.541,2.906,0.0
1983-11,64.0,10.0,26.0,138.0,8.76421052631579,11.690000000000001,2.9257894736842105,0.0
1983-12,61.0,12.0,27.0,134.0,8.996190476190476,11.82952380952381,2.8333333333333335,0.0
1984-01,73.0,9.0,18.0,155.0,8.903333333333332,11.674285714285714,2.770952380952381,0.0
1984-02,70.0,11.0,19.0,151.0,9.087894736842106,11.842105263157896,2.754210526315789,0.0
1984-03,72.0,9.0,19.0,153.0,9.516818181818183,12.319090909090908,2.8022727272727272,0.0
1984-04,71.0,10.0,19.0,152.0,9.693999999999999,12.6335,2.9395,0.0
1984-05,77.0,10.0,13.0,164.0,9.834090909090909,13.408636363636363,3.5745454545454547,0.0
1984-06,67.0,11.0,22.0,145.0,9.868095238095238,13.562857142857142,3.694761904761905,0.0
1984-07,71.0,10.0,19.0,152.0,10.115238095238094,13.362380952380953,3.247142857142857,0.0
1984-08,72.0,9.0,19.0,153.0,10.466521739130433,12.716086956521737,2.249565217391304,0.0
1984-09,72.0,10.0,18.0,154.0,10.368947368421052,12.522631578947369,2.1536842105263156,0.0
1984-10,70.0,10.0,20.0,150.0,9.736363636363636,12.160454545454543,2.424090909090909,0.0
1984-11,67.0,10.0,23.0,144.0,8.608421052631579,11.572631578947368,2.9642105263157896,0.0
1984-12,67.0,9.0,24.0,143.0,8.056999999999999,11.499500000000001,3.4425,0.0
1985-01,73.0,7.0,20.0,153.0,7.756190476190476,11.384285714285713,3.628095238095238,0.0
1985-02,75.0,8.0,17.0,158.0,8.265,11.508888888888889,3.243888888888889,0.0
1985-03,74.0,8.0,18.0,156.0,8.516666666666666,11.855238095238096,3.3385714285714285,0.0
1985-04,77.0,7.0,16.0,161.0,7.946666666666666,11.434761904761904,3.488095238095238,0.0
1985-05,72.0,8.0,20.0,152.0,7.479545454545455,10.84681818181818,3.367272727272727,0.0
1985-06,74.0,9.0,17.0,157.0,6.954000000000001,10.156,3.2020000000000004,0.0
1985-07,74.0,6.0,20.0,154.0,7.082727272727272,10.306818181818182,3.2240909090909096,0.0
1985-08,69.0,14.0,17.0,152.0,7.135,10.331818181818182,3.196818181818182,0.0
1985-09,73.0,9.0,18.0,155.0,7.099473684210525,10.373157894736842,3.2736842105263158,0.0
1985-10,69.0,10.0,21.0,148.0,7.161363636363637,10.236818181818181,3.075454545454545,0.0
1985-11,70.0,10.0,20.0,150.0,7.237368421052631,9.781578947368422,2.5442105263157893,0.0
1985-12,69.0,9.0,22.0,147.0,7.099523809523809,9.25904761904762,2.1595238095238094,0.0
1986-01,80.0,8.0,12.0,168.0,7.073809523809524,9.193809523809524,2.12,0.0
1986-02,78.0,8.0,14.0,164.0,7.064210526315789,8.704210526315789,1.64,0.0
1986-03,75.0,10.0,15.0,160.0,6.5605,7.778499999999999,1.2179999999999997,0.0
1986-04,75.0,10.0,15.0,160.0,6.056363636363637,7.29909090909091,1.242727272727273,0.0
1986-05,75.0,8.0,17.0,158.0,6.15,7.70952380952381,1.5595238095238095,0.0
1986-06,81.0,8.0,11.0,170.0,6.2090476190476185,7.7995238095238095,1.5904761904761904,0.0
1986-07,79.0,7.0,14.0,165.0,5.828636363636363,7.303181818181818,1.4745454545454544,0.0
1986-08,77.0,7.0,16.0,161.0,5.527142857142857,7.1657142857142855,1.6385714285714283,0.0
1986-09,76.0,9.0,15.0,161.0,5.20952380952381,7.447619047619048,2.238095238095238,0.0
1986-10,76.0,10.0,14.0,162.0,5.179545454545455,7.426363636363636,2.246818181818182,0.0
1986-11,72.0,11.0,17.0,155.0,5.349444444444445,7.250555555555555,1.901111111111111,0.0
1986-12,75.0,8.0,17.0,158.0,5.528181818181818,7.112727272727272,1.5845454545454545,0.0
1987-01,72.0,8.0,20.0,152.0,5.427,7.0845,1.6575,0.0
1987-02,73.0,7.0,20.0,153.0,5.593684210526316,7.2505263157894735,1.656842105263158,0.0
1987-03,71.0,10.0,19.0,152.0,5.591818181818182,7.248636363636364,1.656818181818182,0.0
1987-04,74.0,10.0,16.0,158.0,5.636190476190476,8.022857142857143,2.3866666666666667,0.0
1987-05,76.0,9.0,15.0,161.0,5.66,8.613,2.9530000000000003,0.0
1987-06,76.0,9.0,15.0,161.0,5.668181818181818,8.402272727272727,2.734090909090909,0.0
1987-07,76.0,10.0,14.0,162.0,5.692272727272727,8.44681818181818,2.7545454545454544,0.0
1987-08,74.0,9.0,17.0,157.0,6.036190476190477,8.76047619047619,2.724285714285714,0.0
1987-09,75.0,12.0,13.0,162.0,6.398095238095239,9.421904761904763,3.0238095238095237,0.0
1987-10,69.0,11.0,20.0,149.0,6.133333333333334,9.520000000000001,3.3866666666666667,0.0
1987-11,66.0,10.0,24.0,142.0,5.6947368421052635,8.860526315789473,3.1657894736842103,0.0
1987-12,69.0,9.0,22.0,147.0,5.767727272727273,8.987727272727271,3.22,0.0
1988-01,72.0,10.0,18.0,154.0,5.813684210526316,8.66578947368421,2.8521052631578945,0.0
1988-02,72.0,11.0,17.0,155.0,5.6605,8.212,2.5515,0.0
1988-03,71.0,14.0,15.0,156.0,5.70304347826087,8.373478260869565,2.670434782608696,0.0
1988-04,73.0,8.0,19.0,154.0,5.907,8.7185,2.8115,0.0
1988-05,79.0,7.0,14.0,165.0,6.257142857142857,9.08904761904762,2.8319047619047617,0.0
1988-06,74.0,15.0,11.0,163.0,6.459545454545454,8.921363636363637,2.461818181818182,0.0
1988-07,79.0,9.0,12.0,167.0,6.7284999999999995,9.056000000000001,2.3274999999999997,0.0
1988-08,74.0,12.0,14.0,160.0,7.062608695652174,9.260434782608696,2.1978260869565216,0.0
1988-09,71.0,15.0,14.0,157.0,7.23952380952381,8.977142857142857,1.7376190476190476,0.0
1988-10,73.0,12.0,15.0,158.0,7.3485,8.7955,1.4469999999999996,0.0
1988-11,73.0,10.0,17.0,156.0,7.76,8.9625,1.2025000000000001,0.0
1988-12,70.0,10.0,20.0,150.0,8.067142857142857,9.105714285714285,1.0385714285714287,0.0
1989-01,78.0,9.0,13.0,165.0,8.266,9.0915,0.8255000000000001,0.0
1989-02,71.0,12.0,17.0,154.0,8.530526315789475,9.168947368421053,0.6384210526315789,0.0
1989-03,72.0,12.0,16.0,156.0,8.815454545454545,9.357727272727272,0.5422727272727274,0.0
1989-04,75.0,8.0,17.0,158.0,8.647,9.1755,0.5284999999999997,0.0
1989-05,73.0,11.0,16.0,157.0,8.433181818181819,8.85909090909091,0.4259090909090913,0.0
1989-06,71.0,13.0,16.0,155.0,8.151363636363637,8.277272727272727,0.1259090909090906,0.0
1989-07,71.0,10.0,19.0,152.0,7.883,8.0185,0.13550000000000012,0.0
1989-08,73.0,10.0,17.0,156.0,7.899565217391304,8.112608695652174,0.21304347826086936,0.0
1989-09,75.0,11.0,14.0,161.0,7.7505,8.1905,0.4400000000000001,0.0
1989-10,73.0,10.0,17.0,156.0,7.63952380952381,8.007619047619048,0.36809523809523814,0.0
